sighting_id,park_code,gbif_id,scientific_name,common_name,taxon_rank,event_date,decimal_latitude,decimal_longitude,basis_of_record,dataset_key,recorded_by,source
GBIF-6133051248,MORA,6133051248,Pseudohydnum gelatinosum (Scop.) P.Karst.,,SPECIES,2026-01-31T12:16:39,46.612611,-121.68035,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Christy Kunkel,GBIF Occurrence API
GBIF-6133089796,MORA,6133089796,Chimaphila umbellata (L.) W.P.C.Barton,,SPECIES,2026-01-26T15:40:54,46.758413,-121.804558,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,jjfeiler,GBIF Occurrence API
GBIF-6133129262,MORA,6133129262,Pilophorus acicularis (Ach.) Th.Fr.,,SPECIES,2026-01-31T13:22:07,47.077557,-121.586013,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,hkbean,GBIF Occurrence API
GBIF-6133206304,MORA,6133206304,"Perisoreus canadensis (Linnaeus, 1766)",,SPECIES,2026-01-31T19:04:27,46.610973,-121.401131,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,dy1an_,GBIF Occurrence API
GBIF-6133293149,MORA,6133293149,"Perisoreus canadensis (Linnaeus, 1766)",,SPECIES,2026-01-24T13:11:05,46.785938,-121.737188,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Laura Hutchinson,GBIF Occurrence API
GBIF-6133519853,MORA,6133519853,Pseudohydnum gelatinosum (Scop.) P.Karst.,,SPECIES,2026-01-31T12:51:18,47.077567,-121.586936,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,hkbean,GBIF Occurrence API
GBIF-6147482084,MORA,6147482084,"Perisoreus canadensis (Linnaeus, 1766)",,SPECIES,2026-01-17T14:03,46.780096,-121.740607,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,PauGWV,GBIF Occurrence API
GBIF-6147513600,MORA,6147513600,"Corvus corax Linnaeus, 1758",,SPECIES,2026-01-17T14:04,46.781838,-121.740825,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,PauGWV,GBIF Occurrence API
GBIF-6178568021,MORA,6178568021,Tsuga mertensiana (Bong.) Carrière,,SPECIES,2026-01-17T13:58:23,46.786476,-121.734679,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,PauGWV,GBIF Occurrence API
GBIF-6188451218,MORA,6188451218,"Dicamptodon tenebrosus (Baird & Girard, 1852)",,SPECIES,2026-01-31T11:38:03,46.612611,-121.68035,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Christy Kunkel,GBIF Occurrence API
GBIF-6147210957,MORA,6147210957,"Taricha granulosa (Skilton, 1849)",,SPECIES,2026-02-05T12:36:15,47.02274,-122.164976,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,naturalorbei,GBIF Occurrence API
GBIF-6147355782,MORA,6147355782,"Leptoglossus occidentalis Heidemann, 1910",,SPECIES,2026-02-05T11:21:36,46.784578,-122.197442,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,gijujubee,GBIF Occurrence API
GBIF-6147412838,MORA,6147412838,Pseudohydnum gelatinosum (Scop.) P.Karst.,,SPECIES,2026-02-05T13:55:35,46.795571,-122.178597,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,gijujubee,GBIF Occurrence API
GBIF-6159330861,MORA,6159330861,Abies lasiocarpa (Hook.) Nutt.,,SPECIES,2026-02-11T14:46:01,46.921692,-121.49395,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,jmcgee999,GBIF Occurrence API
GBIF-6159369319,MORA,6159369319,"Oryctolagus cuniculus (Linnaeus, 1758)",,SPECIES,2026-02-16T09:32:37,46.74897,-121.928322,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,trabsolutely,GBIF Occurrence API
GBIF-6159466498,MORA,6159466498,"Taricha granulosa (Skilton, 1849)",,SPECIES,2026-02-07T17:47:04,46.955145,-121.877509,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,llillbird,GBIF Occurrence API
GBIF-6162835443,MORA,6162835443,Pseudotsuga menziesii var. menziesii,,VARIETY,2026-02-23T10:35:32,46.650078,-121.615257,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Martinson,GBIF Occurrence API
GBIF-6163018451,MORA,6163018451,Abies lasiocarpa (Hook.) Nutt.,,SPECIES,2026-02-17T11:43:50,46.919467,-121.503228,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,jaretcross,GBIF Occurrence API
GBIF-6163044776,MORA,6163044776,"Callospermophilus saturatus (Rhoads, 1895)",,SPECIES,2026-02-16T10:57,46.91832,-121.666222,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,emilygoetzzz,GBIF Occurrence API
GBIF-6163120768,MORA,6163120768,"Lepus americanus Erxleben, 1777",,SPECIES,2026-02-16T09:50:56,46.710013,-121.953592,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Maria,GBIF Occurrence API
GBIF-6163181616,MORA,6163181616,"Cervus canadensis Erxleben, 1777",,SPECIES,2026-02-17T11:16:54,46.756863,-122.010856,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,sebsgochi,GBIF Occurrence API
GBIF-6163214215,MORA,6163214215,Hylocomium splendens (Hedw.) Schimp.,,SPECIES,2026-02-23T10:35:10,46.650017,-121.615242,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Martinson,GBIF Occurrence API
GBIF-6163301766,MORA,6163301766,Gaultheria shallon Pursh,,SPECIES,2026-02-23T10:34:55,46.650032,-121.615295,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Martinson,GBIF Occurrence API
GBIF-6163385766,MORA,6163385766,Tsuga mertensiana (Bong.) Carrière,,SPECIES,2026-02-17T13:14:15,46.918163,-121.507645,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,jaretcross,GBIF Occurrence API
GBIF-6171257471,MORA,6171257471,Callitropsis nootkatensis (D.Don) D.P.Little,,SPECIES,2026-02-17T12:19:41,46.92192,-121.506958,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,jaretcross,GBIF Occurrence API
GBIF-6178336684,MORA,6178336684,"Perisoreus canadensis (Linnaeus, 1766)",,SPECIES,2026-02-02,46.750787,-122.080467,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,bert-bert-bert,GBIF Occurrence API
GBIF-6179055714,MORA,6179055714,Pinus albicaulis Engelm.,,SPECIES,2026-02-17T11:33:56,46.918838,-121.507492,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,jaretcross,GBIF Occurrence API
GBIF-6179264496,MORA,6179264496,Pinus albicaulis Engelm.,,SPECIES,2026-02-24T07:54:52,46.937105,-121.486937,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,micahmans,GBIF Occurrence API
GBIF-6179546399,MORA,6179546399,Paxistima myrsinites (Pursh) Raf.,,SPECIES,2026-02-28T14:25:40,46.758095,-121.821335,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,agd1307,GBIF Occurrence API
GBIF-6185659214,MORA,6185659214,Hylocomium splendens (Hedw.) Schimp.,,SPECIES,2026-02-05T10:22:21,46.785745,-122.199355,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,gijujubee,GBIF Occurrence API
GBIF-6251521417,MORA,6251521417,Abies amabilis Douglas ex J.Forbes,,SPECIES,2026-02-04T12:09:29,46.743042,-121.812111,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,anniejehle,GBIF Occurrence API
GBIF-6251636461,MORA,6251636461,Struthiopteris spicant (L.) Weiss,,SPECIES,2026-02-03T16:22:11,46.752731,-121.812515,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,anniejehle,GBIF Occurrence API
GBIF-6170813375,MORA,6170813375,Tsuga mertensiana (Bong.) Carrière,,SPECIES,2026-03-01T14:18,46.79394,-121.736138,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Eric Jain,GBIF Occurrence API
GBIF-6171070424,MORA,6171070424,"Cyanocitta stelleri (Gmelin, 1788)",,SPECIES,2026-03-01T15:00:48,46.769658,-121.780655,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,lola_morales,GBIF Occurrence API
GBIF-6171325736,MORA,6171325736,Abies lasiocarpa (Hook.) Nutt.,,SPECIES,2026-03-01T12:08,46.787926,-121.738847,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Eric Jain,GBIF Occurrence API
GBIF-6178360835,MORA,6178360835,"Bombus melanopygus Nylander, 1848",,SPECIES,2026-03-04T17:54,46.608015,-121.669515,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,owlbob,GBIF Occurrence API
GBIF-6178401854,MORA,6178401854,Pinus monticola Douglas ex D.Don,,SPECIES,2026-03-07T07:19:59,46.634136,-121.644456,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,George O'Reilly,GBIF Occurrence API
GBIF-6178463963,MORA,6178463963,Draba verna L.,,SPECIES,2026-03-14T15:36,46.607834,-121.669773,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,owlbob,GBIF Occurrence API
GBIF-6178580426,MORA,6178580426,Pseudotsuga menziesii var. menziesii,,VARIETY,2026-03-07T17:07:20,46.68036,-121.582292,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,George O'Reilly,GBIF Occurrence API
GBIF-6178855924,MORA,6178855924,Taxus brevifolia Nutt.,,SPECIES,2026-03-07T17:05:28,46.680376,-121.582923,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,George O'Reilly,GBIF Occurrence API
GBIF-6178879507,MORA,6178879507,Alectoria sarmentosa (Ach.) Ach.,,SPECIES,2026-03-01T14:48:06,46.770672,-121.78025,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,lola_morales,GBIF Occurrence API
GBIF-6179164830,MORA,6179164830,"Perisoreus canadensis (Linnaeus, 1766)",,SPECIES,2026-03-01T15:01:19,46.769613,-121.780463,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,lola_morales,GBIF Occurrence API
GBIF-6179198580,MORA,6179198580,Pseudotsuga menziesii (Mirb.) Franco,,SPECIES,2026-03-07T07:22:21,46.634419,-121.644109,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,George O'Reilly,GBIF Occurrence API
GBIF-6184723927,MORA,6184723927,Alnus rubra Bong.,,SPECIES,2026-03-07T17:17:12,46.679242,-121.579949,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,George O'Reilly,GBIF Occurrence API
GBIF-6184752453,MORA,6184752453,Icmadophila ericetorum (L.) Zahlbr.,,SPECIES,2026-03-22T13:52,46.757642,-121.965471,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,jerryn,GBIF Occurrence API
GBIF-6184823499,MORA,6184823499,Nidula niveotomentosa (Henn.) Lloyd,,SPECIES,2026-03-25T12:38,46.735705,-121.855388,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Hanyu Yang,GBIF Occurrence API
GBIF-6184874883,MORA,6184874883,Dacrymyces chrysospermus Berk. & M.A.Curtis,,SPECIES,2026-03-25T13:05,46.739237,-121.8537,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Hanyu Yang,GBIF Occurrence API
GBIF-6184917217,MORA,6184917217,"Boisea rubrolineata (Barber, 1926)",,SPECIES,2026-03-16T17:03,46.608115,-121.66902,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,owlbob,GBIF Occurrence API
GBIF-6184964424,MORA,6184964424,"Cyanocitta stelleri (Gmelin, 1788)",,SPECIES,2026-03-22T12:37:56,46.774922,-121.747021,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Sam Hain,GBIF Occurrence API
GBIF-6185009938,MORA,6185009938,Struthiopteris spicant (L.) Weiss,,SPECIES,2026-03-23T15:07,46.752365,-121.814552,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,tarmars,GBIF Occurrence API
GBIF-6185084202,MORA,6185084202,Dacrymyces chrysospermus Berk. & M.A.Curtis,,SPECIES,2026-03-25T22:24,46.780588,-121.629083,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,zscrapple,GBIF Occurrence API
GBIF-6185418064,MORA,6185418064,"Perisoreus canadensis (Linnaeus, 1766)",,SPECIES,2026-03-22T10:34,46.785508,-121.734372,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Sam Hain,GBIF Occurrence API
GBIF-6185506949,MORA,6185506949,Galanthus nivalis L.,,SPECIES,2026-03-17T13:34,46.608121,-121.669011,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,owlbob,GBIF Occurrence API
GBIF-6185561363,MORA,6185561363,Nidula candida (Peck) V.S.White,,SPECIES,2026-03-22T11:48,46.769355,-121.863514,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,jerryn,GBIF Occurrence API
GBIF-6185662319,MORA,6185662319,"Tamiasciurus douglasii (Bachman, 1839)",,SPECIES,2026-03-25T14:01,46.753503,-121.810717,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Hanyu Yang,GBIF Occurrence API
GBIF-6185789825,MORA,6185789825,"Turdus migratorius Linnaeus, 1766",,SPECIES,2026-03-25T13:50,46.753242,-121.812186,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Hanyu Yang,GBIF Occurrence API
GBIF-6185971752,MORA,6185971752,"Hesperiphona vespertina (W.Cooper, 1825)",,SPECIES,2026-03-18T09:05,46.608121,-121.669034,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,owlbob,GBIF Occurrence API
GBIF-6185981739,MORA,6185981739,Dacrymyces chrysospermus Berk. & M.A.Curtis,,SPECIES,2026-03-25T13:06:50,46.739237,-121.8537,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,sunny_li,GBIF Occurrence API
GBIF-6186071421,MORA,6186071421,Acer macrophyllum Pursh,,SPECIES,2026-03-07T17:14:23,46.678718,-121.581091,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,George O'Reilly,GBIF Occurrence API
GBIF-6195687319,MORA,6195687319,"Lagopus leucura rainierensis W.Taylor, 1920",,SUBSPECIES,2026-03-28T15:32:07,46.800055,-121.73182,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,klt001,GBIF Occurrence API
GBIF-6251991875,MORA,6251991875,Nidula niveotomentosa (Henn.) Lloyd,,SPECIES,2026-03-25T22:24,46.722831,-121.503904,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,zscrapple,GBIF Occurrence API
GBIF-6273615107,MORA,6273615107,Maublancomyces,,GENUS,2026-03-22T12:07,46.771168,-121.866947,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,jerryn,GBIF Occurrence API
GBIF-6320509898,MORA,6320509898,"Cyanocitta stelleri (Gmelin, 1788)",,SPECIES,2026-03-22T09:32,46.784936,-121.734128,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Hawn,GBIF Occurrence API
GBIF-6320777525,MORA,6320777525,"Perisoreus canadensis (Linnaeus, 1766)",,SPECIES,2026-03-22T09:36,46.785611,-121.734136,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Hawn,GBIF Occurrence API
GBIF-6320960514,MORA,6320960514,"Perisoreus canadensis (Linnaeus, 1766)",,SPECIES,2026-03-22T10:44,46.784829,-121.741893,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Hawn,GBIF Occurrence API
GBIF-6188133366,MORA,6188133366,Tsuga heterophylla (Raf.) Sarg.,,SPECIES,2026-04-06T11:11:44,47.066582,-122.171489,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,John Holwege,GBIF Occurrence API
GBIF-6188628674,MORA,6188628674,"Apis mellifera Linnaeus, 1758",,SPECIES,2026-04-01T13:46:54,47.080761,-122.177055,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Astra,GBIF Occurrence API
GBIF-6195312139,MORA,6195312139,"Sergiolus montanus (Emerton, 1890)",,SPECIES,2026-04-02T09:07:09,46.619481,-121.861642,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,dhilberg,GBIF Occurrence API
GBIF-6195335844,MORA,6195335844,"Perisoreus canadensis (Linnaeus, 1766)",,SPECIES,2026-04-10T12:36:48,46.78474,-121.741798,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,rachelkns,GBIF Occurrence API
GBIF-6195395103,MORA,6195395103,Lamium purpureum L.,,SPECIES,2026-04-13T14:00:08,47.066841,-122.17178,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,John Holwege,GBIF Occurrence API
GBIF-6195430966,MORA,6195430966,Tsuga heterophylla (Raf.) Sarg.,,SPECIES,2026-04-13T13:55:56,47.066783,-122.17186,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,John Holwege,GBIF Occurrence API
GBIF-6195513660,MORA,6195513660,"Haplotrema vancouverense (I.Lea, 1838)",,SPECIES,2026-04-07T11:02:56,46.686132,-121.427231,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Sam Hain,GBIF Occurrence API
GBIF-6195598855,MORA,6195598855,Goodyera oblongifolia Raf.,,SPECIES,2026-04-07T10:56:53,46.704392,-121.535615,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Hawn,GBIF Occurrence API
GBIF-6195646156,MORA,6195646156,"Mesoleuca gratulata (Walker, 1862)",,SPECIES,2026-04-06T16:11,46.614047,-121.645484,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,owlbob,GBIF Occurrence API
GBIF-6195685036,MORA,6195685036,Pseudotsuga menziesii (Mirb.) Franco,,SPECIES,2026-04-13T14:07:44,47.067166,-122.172589,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,John Holwege,GBIF Occurrence API
GBIF-6195696917,MORA,6195696917,Polystichum munitum (Kaulf.) C.Presl,,SPECIES,2026-04-13T14:10:52,47.067249,-122.172805,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,John Holwege,GBIF Occurrence API
GBIF-6195716019,MORA,6195716019,"Cyanocitta stelleri (Gmelin, 1788)",,SPECIES,2026-04-10T13:51:41,46.784901,-121.741714,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,rachelkns,GBIF Occurrence API
GBIF-6195864679,MORA,6195864679,Gaultheria shallon Pursh,,SPECIES,2026-04-13T14:08:36,47.067191,-122.17264,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,John Holwege,GBIF Occurrence API
GBIF-6195891302,MORA,6195891302,Ilex aquifolium L.,,SPECIES,2026-04-13T13:55:03,47.066784,-122.171862,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,John Holwege,GBIF Occurrence API
GBIF-6195897696,MORA,6195897696,Asarum caudatum Lindl.,,SPECIES,2026-04-07T11:12:05,46.699053,-121.56396,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Hawn,GBIF Occurrence API
GBIF-6195987698,MORA,6195987698,Pseudotsuga menziesii (Mirb.) Franco,,SPECIES,2026-04-13T14:09:08,47.06732,-122.172772,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,John Holwege,GBIF Occurrence API
GBIF-6196006377,MORA,6196006377,Paxistima myrsinites (Pursh) Raf.,,SPECIES,2026-04-07T10:55:29,46.683028,-121.416789,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Sam Hain,GBIF Occurrence API
GBIF-6196023318,MORA,6196023318,Linnaea borealis L.,,SPECIES,2026-04-07T10:57:54,46.787523,-121.56349,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Hawn,GBIF Occurrence API
GBIF-6196030643,MORA,6196030643,Chimaphila umbellata (L.) W.P.C.Barton,,SPECIES,2026-04-07T11:04:02,46.681048,-121.529942,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Hawn,GBIF Occurrence API
GBIF-6196039313,MORA,6196039313,"Dictyoptera simplicipes Mannerheim, 1843",,SPECIES,2026-04-07T12:17:28,46.725073,-121.67859,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Sam Hain,GBIF Occurrence API
GBIF-6234172648,MORA,6234172648,Rubus nivalis Douglas ex Hook.,,SPECIES,2026-04-15T12:02:17,46.714274,-121.788087,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Sam Hain,GBIF Occurrence API
GBIF-6234202935,MORA,6234202935,Abies lasiocarpa (Hook.) Nutt.,,SPECIES,2026-04-27T10:44:04,46.777428,-121.758217,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Annelise Rue-Johns,GBIF Occurrence API
GBIF-6234242256,MORA,6234242256,Struthiopteris spicant (L.) Weiss,,SPECIES,2026-04-19T15:00:07,46.772466,-121.748116,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Jeff Wilson,GBIF Occurrence API
GBIF-6234260346,MORA,6234260346,Xerophyllum tenax (Pursh) Nutt.,,SPECIES,2026-04-15T11:23:01,46.666313,-121.708205,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Sam Hain,GBIF Occurrence API
GBIF-6234265588,MORA,6234265588,Goodyera oblongifolia Raf.,,SPECIES,2026-04-26T13:48:11,46.648725,-121.885679,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Josh Emm,GBIF Occurrence API
GBIF-6234369235,MORA,6234369235,Calypso bulbosa (L.) Oakes,,SPECIES,2026-04-15T11:17:39,46.659935,-121.759373,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Hawn,GBIF Occurrence API
GBIF-6234394586,MORA,6234394586,Trillium ovatum Pursh,,SPECIES,2026-04-15T10:51:14,46.649978,-121.631224,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Zach Hawn,GBIF Occurrence API
GBIF-6234448598,MORA,6234448598,Oplopanax horridus (Sm.) Miq.,,SPECIES,2026-04-19T13:17:57,46.774753,-121.745769,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Jeff Wilson,GBIF Occurrence API
GBIF-6234458781,MORA,6234458781,Gaultheria shallon Pursh,,SPECIES,2026-04-26T13:45:34,46.601228,-121.926745,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Josh Emm,GBIF Occurrence API
GBIF-6234471603,MORA,6234471603,"Perisoreus canadensis (Linnaeus, 1766)",,SPECIES,2026-04-12T14:21:12,46.772215,-121.777721,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,halfdeadmatt,GBIF Occurrence API
GBIF-6234525041,MORA,6234525041,Allotropa virgata Torr. & A.Gray,,SPECIES,2026-04-15T11:11:14,46.746889,-121.658032,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Sam Hain,GBIF Occurrence API
GBIF-6234541011,MORA,6234541011,Oplopanax horridus (Sm.) Miq.,,SPECIES,2026-04-26T13:55:02,46.768304,-121.985248,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Josh Emm,GBIF Occurrence API
GBIF-6234549513,MORA,6234549513,Chimaphila umbellata (L.) W.P.C.Barton,,SPECIES,2026-04-27T07:20:25,46.751908,-121.814592,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Annelise Rue-Johns,GBIF Occurrence API
GBIF-6234568005,MORA,6234568005,Juniperus communis L.,,SPECIES,2026-04-27T08:03:12,46.750133,-121.813133,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Annelise Rue-Johns,GBIF Occurrence API
GBIF-6234582627,MORA,6234582627,Tsuga heterophylla (Raf.) Sarg.,,SPECIES,2026-04-26T13:46:42,46.708591,-121.85403,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Josh Emm,GBIF Occurrence API
GBIF-6234644583,MORA,6234644583,Chimaphila menziesii (R.Br. ex D.Don) Spreng.,,SPECIES,2026-04-27T08:32:36,46.755633,-121.806113,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Annelise Rue-Johns,GBIF Occurrence API
GBIF-6234668266,MORA,6234668266,Trillium ovatum Pursh,,SPECIES,2026-04-07T12:02:41,46.788271,-121.664907,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Sam Hain,GBIF Occurrence API
GBIF-6234699015,MORA,6234699015,Lysichiton americanus Hultén & H.St.John,,SPECIES,2026-04-18T14:26:54,47.082139,-121.584253,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Gracen,GBIF Occurrence API
GBIF-6234791483,MORA,6234791483,Chimaphila umbellata (L.) W.P.C.Barton,,SPECIES,2026-04-27T07:32:35,46.752608,-121.814247,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Annelise Rue-Johns,GBIF Occurrence API
GBIF-6234793952,MORA,6234793952,Chimaphila umbellata (L.) W.P.C.Barton,,SPECIES,2026-04-26T13:44:29,46.623853,-121.907362,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,Josh Emm,GBIF Occurrence API
