sighting_id,occurrence_id,park_id,species_id,scientific_name,common_name,event_date,year,month,season,time_of_day,decimal_latitude,decimal_longitude,coordinate_uncertainty,basis_of_record,location_filter_method,source,license,data_quality_flag
GBIF-4420761311_park_yell,GBIF-4420761311,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2023-09-15,2023.0,9.0,fall,afternoon,44.93602,-110.09697,122.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-4465703664_park_yell,GBIF-4465703664,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2023-09-18,2023.0,9.0,fall,morning,44.972658,-110.070311,1677.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-3859084485_park_yell,GBIF-3859084485,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2022-06-10,2022.0,6.0,summer,early_morning,44.915019,-110.112145,890.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-3097033602_park_yell,GBIF-3097033602,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2021-04-12,2021.0,4.0,spring,morning,44.979296,-110.062734,8.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-3097087569_park_yell,GBIF-3097087569,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2021-04-11,2021.0,4.0,spring,afternoon,44.979303,-110.062753,,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-3330724996_park_yell,GBIF-3330724996,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2021-07-13,2021.0,7.0,summer,evening,44.93599,-110.718104,244.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-3330742003_park_yell,GBIF-3330742003,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2021-07-13,2021.0,7.0,summer,evening,44.938222,-110.719756,244.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-3384814723_park_yell,GBIF-3384814723,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2021-09-12,2021.0,9.0,fall,afternoon,44.979518,-110.062667,,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-4901237334_park_yell,GBIF-4901237334,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2020-06-22,2020.0,6.0,summer,morning,45.002916,-110.830519,547.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-5843962244_park_yell,GBIF-5843962244,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2020-06-27,2020.0,6.0,summer,morning,44.596414,-110.54711,,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-2814276613_park_yell,GBIF-2814276613,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2020-07-07,2020.0,7.0,summer,afternoon,44.972305,-110.089137,122.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-3784764525_park_yell,GBIF-3784764525,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2020-07-25,2020.0,7.0,summer,evening,44.948955,-110.713286,4436.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-2898502643_park_yell,GBIF-2898502643,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2020-10-09,2020.0,10.0,fall,afternoon,44.934752,-110.724177,,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-2850671012_park_yell,GBIF-2850671012,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2019-06-01,2019.0,6.0,summer,afternoon,44.982007,-110.079373,1000.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-2311410639_park_yell,GBIF-2311410639,park_yell,species_mountain_goat,"Oreamnos americanus (Blainville, 1816)",Mountain Goat,2019-07-25,2019.0,7.0,summer,morning,44.976823,-110.058886,300.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-6131124133_park_yell,GBIF-6131124133,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2026-01-21,2026.0,1.0,winter,morning,44.881975,-110.146501,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-6178759371_park_yell,GBIF-6178759371,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2026-02-20,2026.0,2.0,winter,afternoon,44.981186,-110.149555,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-6195896788_park_yell,GBIF-6195896788,park_yell,species_bighorn_sheep,"Ovis canadensis canadensis Shaw, 1804",Bighorn Sheep,2026-02-28,2026.0,2.0,winter,afternoon,44.993281,-110.7088,,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-6273190102_park_yell,GBIF-6273190102,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2026-05-07,2026.0,5.0,spring,afternoon,44.921236,-110.006658,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-6274104682_park_yell,GBIF-6274104682,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2026-05-08,2026.0,5.0,spring,morning,44.978311,-110.206068,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-6320287937_park_yell,GBIF-6320287937,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2026-05-08,2026.0,5.0,spring,afternoon,44.886189,-110.252361,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5063073424_park_yell,GBIF-5063073424,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-01-15,2025.0,1.0,winter,evening,45.038508,-110.739154,31.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-5063976213_park_yell,GBIF-5063976213,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-02-04,2025.0,2.0,winter,afternoon,44.809656,-110.567473,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5063997263_park_yell,GBIF-5063997263,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-02-04,2025.0,2.0,winter,morning,44.999369,-110.195508,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5293043806_park_yell,GBIF-5293043806,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-02-20,2025.0,2.0,winter,afternoon,44.786905,-110.418431,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5293322639_park_yell,GBIF-5293322639,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-02-20,2025.0,2.0,winter,afternoon,44.451806,-110.580232,27317.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5108374413_park_yell,GBIF-5108374413,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-03-28,2025.0,3.0,spring,afternoon,44.880065,-110.630345,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5936270324_park_yell,GBIF-5936270324,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-03-24,2025.0,3.0,spring,morning,44.705496,-110.676817,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5167884419_park_yell,GBIF-5167884419,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-04-21,2025.0,4.0,spring,afternoon,44.99326,-110.290483,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-6130404379_park_yell,GBIF-6130404379,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-04-26,2025.0,4.0,spring,evening,44.926821,-110.361666,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5167297675_park_yell,GBIF-5167297675,park_yell,species_bighorn_sheep,"Ovis canadensis canadensis Shaw, 1804",Bighorn Sheep,2025-05-24,2025.0,5.0,spring,early_morning,44.549018,-110.163465,27317.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5167832111_park_yell,GBIF-5167832111,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-05-15,2025.0,5.0,spring,morning,44.466312,-110.074605,27317.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5176465431_park_yell,GBIF-5176465431,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-05-28,2025.0,5.0,spring,morning,44.418699,-110.161961,27317.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5176465461_park_yell,GBIF-5176465461,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-05-24,2025.0,5.0,spring,afternoon,44.537896,-110.183255,27317.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5760754591_park_yell,GBIF-5760754591,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-05-17,2025.0,5.0,spring,early_morning,44.993877,-110.225572,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5909039561_park_yell,GBIF-5909039561,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-05-29,2025.0,5.0,spring,afternoon,44.824093,-110.111571,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5187549123_park_yell,GBIF-5187549123,park_yell,species_bighorn_sheep,"Ovis canadensis canadensis Shaw, 1804",Bighorn Sheep,2025-06-03,2025.0,6.0,summer,morning,44.935037,-110.38602,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5198305193_park_yell,GBIF-5198305193,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-06-09,2025.0,6.0,summer,early_morning,44.879976,-110.236048,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5199209524_park_yell,GBIF-5199209524,park_yell,species_bighorn_sheep,"Ovis canadensis canadensis Shaw, 1804",Bighorn Sheep,2025-06-05,2025.0,6.0,summer,afternoon,44.957715,-110.27592,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5215892041_park_yell,GBIF-5215892041,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-06-18,2025.0,6.0,summer,afternoon,44.482283,-110.467507,71330.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5217166495_park_yell,GBIF-5217166495,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-06-22,2025.0,6.0,summer,morning,44.865881,-110.278073,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5293178796_park_yell,GBIF-5293178796,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-06-26,2025.0,6.0,summer,morning,44.922024,-110.447976,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5909044370_park_yell,GBIF-5909044370,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-06-08,2025.0,6.0,summer,early_morning,44.484452,-110.142891,27317.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5230557260_park_yell,GBIF-5230557260,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-07-06,2025.0,7.0,summer,afternoon,44.737403,-110.507254,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5230960377_park_yell,GBIF-5230960377,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-07-06,2025.0,7.0,summer,afternoon,44.689793,-110.442421,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5281771610_park_yell,GBIF-5281771610,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-07-29,2025.0,7.0,summer,afternoon,44.823294,-110.448098,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5291964705_park_yell,GBIF-5291964705,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-07-10,2025.0,7.0,summer,evening,44.965494,-110.335417,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5291985423_park_yell,GBIF-5291985423,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-07-18,2025.0,7.0,summer,morning,44.976247,-110.545744,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5292096929_park_yell,GBIF-5292096929,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-07-31,2025.0,7.0,summer,evening,44.880456,-110.758343,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by/4.0/legalcode,coordinate_uncertain
GBIF-5291825395_park_yell,GBIF-5291825395,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-08-06,2025.0,8.0,summer,morning,44.616329,-110.485351,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by/4.0/legalcode,coordinate_uncertain
GBIF-5291930931_park_yell,GBIF-5291930931,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-08-06,2025.0,8.0,summer,afternoon,44.69375,-110.564272,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by/4.0/legalcode,coordinate_uncertain
GBIF-5292387170_park_yell,GBIF-5292387170,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-08-06,2025.0,8.0,summer,afternoon,44.646051,-110.435941,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by/4.0/legalcode,coordinate_uncertain
GBIF-5292632827_park_yell,GBIF-5292632827,park_yell,species_bighorn_sheep,"Ovis canadensis canadensis Shaw, 1804",Bighorn Sheep,2025-08-17,2025.0,8.0,summer,morning,44.720466,-110.570824,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5292636756_park_yell,GBIF-5292636756,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-08-06,2025.0,8.0,summer,afternoon,44.683981,-110.442832,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by/4.0/legalcode,coordinate_uncertain
GBIF-5292655492_park_yell,GBIF-5292655492,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-08-06,2025.0,8.0,summer,afternoon,44.697549,-110.582796,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by/4.0/legalcode,coordinate_uncertain
GBIF-5292930672_park_yell,GBIF-5292930672,park_yell,species_bighorn_sheep,"Ovis canadensis canadensis Shaw, 1804",Bighorn Sheep,2025-08-16,2025.0,8.0,summer,early_morning,44.824537,-110.320696,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5760470054_park_yell,GBIF-5760470054,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-08-20,2025.0,8.0,summer,morning,44.752127,-110.489625,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5935625674_park_yell,GBIF-5935625674,park_yell,species_bighorn_sheep,"Ovis canadensis canadensis Shaw, 1804",Bighorn Sheep,2025-08-20,2025.0,8.0,summer,morning,44.670088,-110.546697,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5868417515_park_yell,GBIF-5868417515,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-09-27,2025.0,9.0,fall,evening,44.914503,-110.277895,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5839828400_park_yell,GBIF-5839828400,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-10-01,2025.0,10.0,fall,afternoon,44.442191,-110.493679,71330.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5936171996_park_yell,GBIF-5936171996,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-10-07,2025.0,10.0,fall,night,44.955684,-110.517613,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5935329535_park_yell,GBIF-5935329535,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2025-12-16,2025.0,12.0,winter,night,45.035077,-110.720598,14493.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-4525267667_park_yell,GBIF-4525267667,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2024-02-15,2024.0,2.0,winter,morning,44.981896,-110.224808,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by/4.0/legalcode,coordinate_uncertain
GBIF-4528077986_park_yell,GBIF-4528077986,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2024-02-18,2024.0,2.0,winter,evening,45.071701,-110.765754,488.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-4600147847_park_yell,GBIF-4600147847,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2024-03-16,2024.0,3.0,spring,afternoon,44.99673,-110.039145,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-4867659204_park_yell,GBIF-4867659204,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2024-05-16,2024.0,5.0,spring,morning,44.861217,-110.222005,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-4868083564_park_yell,GBIF-4868083564,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2024-05-05,2024.0,5.0,spring,afternoon,44.760835,-111.056777,27285.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-4892226726_park_yell,GBIF-4892226726,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2024-05-27,2024.0,5.0,spring,afternoon,44.935892,-110.770169,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-4904074702_park_yell,GBIF-4904074702,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2024-05-25,2024.0,5.0,spring,afternoon,44.496727,-110.198301,27317.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-5206488048_park_yell,GBIF-5206488048,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2024-05-20,2024.0,5.0,spring,morning,44.973525,-110.045892,27253.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-6159524525_park_yell,GBIF-6159524525,park_yell,species_bighorn_sheep,"Ovis canadensis Shaw, 1804",Bighorn Sheep,2024-05-31,2024.0,5.0,spring,afternoon,44.396784,-110.523978,27348.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,coordinate_uncertain
GBIF-6147195532_park_yell,GBIF-6147195532,park_yell,species_bald_eagle,"Haliaeetus leucocephalus (Linnaeus, 1766)",Bald Eagle,2026-01-31,2026.0,1.0,winter,afternoon,44.869069,-110.195388,120.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by/4.0/legalcode,bounding_box_only
GBIF-6163231314_park_yell,GBIF-6163231314,park_yell,species_bald_eagle,"Haliaeetus leucocephalus (Linnaeus, 1766)",Bald Eagle,2026-01-30,2026.0,1.0,winter,morning,44.617938,-110.858462,2.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-6147297303_park_yell,GBIF-6147297303,park_yell,species_bald_eagle,"Haliaeetus leucocephalus (Linnaeus, 1766)",Bald Eagle,2026-02-04,2026.0,2.0,winter,morning,45.034673,-110.706372,324.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by/4.0/legalcode,bounding_box_only
GBIF-6195734434_park_yell,GBIF-6195734434,park_yell,species_bald_eagle,"Haliaeetus leucocephalus (Linnaeus, 1766)",Bald Eagle,2026-02-28,2026.0,2.0,winter,morning,44.965325,-110.690523,7.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-6253009491_park_yell,GBIF-6253009491,park_yell,species_bald_eagle,"Haliaeetus leucocephalus (Linnaeus, 1766)",Bald Eagle,2026-04-11,2026.0,4.0,spring,evening,44.9537,-110.603501,38.0,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-6273194523_park_yell,GBIF-6273194523,park_yell,species_bald_eagle,"Haliaeetus leucocephalus (Linnaeus, 1766)",Bald Eagle,2026-05-07,2026.0,5.0,spring,afternoon,44.907556,-110.251614,,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
GBIF-6273460782_park_yell,GBIF-6273460782,park_yell,species_bald_eagle,"Haliaeetus leucocephalus (Linnaeus, 1766)",Bald Eagle,2026-05-06,2026.0,5.0,spring,afternoon,44.596631,-110.387333,,HUMAN_OBSERVATION,bounding_box,GBIF Occurrence API,http://creativecommons.org/licenses/by-nc/4.0/legalcode,bounding_box_only
